ticket_id,created_at,resolved_at,resolution_hours,description
TICK-03819,6/30/24 11:55,11:40.1,8.277792131140783,"""I was billed incorrectly for my subscription and I'd like to dispute the charges. I have already upgraded my plan but the new features are not reflecting in my account. Can you please look into this and rectify the issues as soon as possible?"""
TICK-03968,6/30/24 12:02,44:12.0,54.70333886189733,"""My app keeps crashing whenever I try to open a specific file. I've tried restarting my device and reinstalling the app, but the issue persists. It's really frustrating because I need to access that file for an important project. Can someone please help me troubleshoot this problem?"""
TICK-03632,6/30/24 12:41,54:44.9,19.22912589972964,"""Hello, I am experiencing slow loading times when trying to access the dashboard and it is causing delays in my work. I have tried refreshing the page and clearing my browser cache, but the issue persists. Can you please check on the system's performance and see if there are any issues causing this slowdown?"""
TICK-04403,6/30/24 13:16,47:21.8,11.52272201193533,Ticket: I'm experiencing extremely slow loading times when trying to access my dashboard and it's causing delays in my work. I've tried refreshing the page multiple times but it doesn't seem to improve. I am using a reliable internet connection so I don't think it's on my end. Can you please look into this and help me resolve the issue?
TICK-03111,6/30/24 13:35,32:52.7,16.964625959694963,"""Hello, I've been experiencing really slow loading times when trying to access the dashboard. It's been taking much longer than usual to view reports and navigate through different pages. I've tried refreshing the browser and clearing my cache, but the issue persists. Can you please look into this and help me speed up the system?"""
TICK-01165,6/30/24 15:22,16:06.0,6.901667711879413,"""Hi, I've been experiencing very slow loading times when trying to access the dashboard and it's affecting my ability to work efficiently. It's been happening consistently for the past few days and I've tried refreshing the page and clearing my cache, but it's still not improving. Can you please look into this and help me figure out what's causing the slowdown?"""
TICK-03187,6/30/24 15:31,42:12.6,16.18683387970234,"""I'm having trouble figuring out how to set up recurring tasks in the app. I tried following the help documentation, but I'm still not getting it right. Can you provide some step-by-step guidance on how to use this feature? Thanks!"""
TICK-01234,6/30/24 18:39,03:29.7,18.408248840852956,"""I'm experiencing extremely slow loading times when trying to access the website from my computer. It takes forever to navigate between pages and I'm getting frustrated. The issue has been happening for the past few days and seems to be getting worse. Can someone please look into this and help me figure out what's going on?"""
TICK-04501,6/30/24 19:43,35:10.0,23.869441906179862,"""The website is taking a long time to load, and I keep experiencing timeouts when trying to access certain pages. This has been happening for the past few days and is impacting my ability to complete tasks efficiently. Can you please investigate and resolve this performance issue as soon as possible?"""
TICK-01076,6/30/24 21:54,38:35.6,4.743235666246982,"""I'm having trouble figuring out how to use the new file sharing feature in the app. I've tried following the instructions in the user guide, but I'm still not able to successfully share files with my team. Can someone provide more detailed steps or best practices for using this feature effectively?"""
TICK-04268,7/1/24 1:17,02:52.6,16.76461677230175,"""I'm having trouble figuring out how to use the new collaboration feature in the app. I've watched the tutorial videos, but I'm still not sure how to invite team members to a project. Can you provide some guidance on how to get started with this feature?"""
TICK-03521,7/1/24 1:33,08:34.7,14.592959132372924,"""I was billed twice for my subscription this month, and I only have one account. Can you please investigate and refund the extra charge? My account username is [insert username here]. Thank you."""
TICK-00689,7/1/24 3:02,45:46.4,18.72956326016384,"""I'm having trouble figuring out how to use the new tagging feature in the app. I've tried following the instructions in the user manual, but I'm still not getting the hang of it. Can someone please walk me through the steps or provide some additional guidance on how to effectively use this feature?"""
TICK-00350,7/1/24 6:54,23:05.8,12.484957013968671,"""I've been trying to reset my password for my account but I'm not receiving the email to do so. I've checked my spam folder and it's not there. Can you please help me reset my password so I can access my account again?"""
TICK-04795,7/1/24 6:54,16:50.9,21.38079384257949,"""I can't seem to log into my account even after entering the correct password multiple times. I also didn't receive any SMS code for the multifactor authentication. Can you please help me troubleshoot this issue? I need to access my account as soon as possible."""
